customer_id,experiment_group,converted,revenue,loyalty_tier,device_type
53,Control,1,350.9,Gold,desktop
54,Control,0,0.0,Silver,mobile
55,Control,1,2317.02,Bronze,mobile
56,Control,1,1049.18,Bronze,mobile
57,Variant_B,1,320.04,Bronze,desktop
58,Control,0,0.0,Silver,mobile
59,Control,0,0.0,Platinum,mobile
60,Variant_B,1,0.0,Silver,desktop
61,Control,0,0.0,Bronze,desktop
62,Control,1,815.7500000000001,Bronze,mobile
63,Control,1,5362.92,Silver,mobile
64,Control,1,1896.86,Gold,mobile
65,Control,0,0.0,Silver,mobile
66,Control,1,910.86,Bronze,mobile
67,Variant_A,1,7729.38,Silver,desktop
68,Variant_A,1,1296.6,Bronze,mobile
69,Variant_B,1,1218.54,Silver,mobile
70,Control,0,0.0,Silver,mobile
71,Variant_A,1,1695.9199999999998,Bronze,desktop
72,Control,1,3870.48,Silver,mobile
73,Control,1,3835.32,Bronze,mobile
74,Variant_A,1,4343.8,Bronze,mobile
75,Variant_A,1,1299.6,Bronze,desktop
76,Variant_A,0,0.0,Gold,mobile
77,Variant_B,1,1041.25,Bronze,mobile
78,Control,0,0.0,Bronze,mobile
79,Control,1,4720.14,Bronze,desktop
80,Variant_B,1,0.0,Bronze,mobile
81,Control,1,1378.08,Bronze,desktop
82,Control,1,1059.52,Gold,mobile
83,Control,0,0.0,Bronze,mobile
84,Variant_B,1,4972.37,Bronze,mobile
85,Control,0,0.0,Silver,mobile
86,Variant_A,1,11861.13,Silver,desktop
87,Variant_B,1,1431.57,Bronze,mobile
88,Control,1,1053.8,Gold,mobile
89,Control,0,0.0,Bronze,mobile
90,Control,0,0.0,Bronze,desktop
91,Control,0,0.0,Bronze,mobile
92,Control,0,0.0,Bronze,mobile
93,Control,1,401.18,Silver,desktop
94,Variant_A,0,0.0,Bronze,mobile
95,Control,1,10795.619999999999,Platinum,mobile
96,Variant_B,0,0.0,Bronze,mobile
97,Control,0,0.0,Silver,mobile
98,Control,0,0.0,Bronze,mobile
99,Variant_A,1,4084.5,Bronze,mobile
100,Control,1,6239.0,Bronze,mobile
101,Control,1,7183.13,Platinum,mobile
102,Control,1,1840.5900000000001,Bronze,mobile
103,Variant_A,0,0.0,Silver,mobile
104,Control,1,5917.53,Bronze,desktop
105,Variant_A,0,0.0,Silver,mobile
106,Variant_B,1,5676.0,Silver,mobile
107,Control,0,0.0,Bronze,mobile
108,Control,1,376.01,Bronze,mobile
109,Control,0,0.0,Bronze,mobile
110,Control,1,6603.07,Bronze,mobile
111,Control,1,3240.88,Bronze,mobile
112,Control,1,532.8,Silver,mobile
113,Control,1,2164.1200000000003,Bronze,mobile
114,Control,0,0.0,Bronze,desktop
115,Control,1,2728.08,Bronze,mobile
116,Variant_A,0,0.0,Bronze,mobile
117,Control,0,0.0,Silver,mobile
118,Control,1,1058.4,Platinum,mobile
119,Control,1,2707.12,Bronze,mobile
120,Control,1,408.66,Bronze,mobile
121,Control,1,746.24,Bronze,mobile
122,Control,1,896.1600000000001,Bronze,mobile
123,Variant_A,1,274.68,Bronze,mobile
124,Control,1,5298.8,Gold,mobile
125,Control,1,2965.8199999999997,Bronze,mobile
126,Control,1,723.24,Bronze,mobile
127,Control,1,1351.44,Silver,mobile
128,Variant_B,1,4143.72,Gold,mobile
129,Control,1,648.96,Bronze,mobile
130,Control,0,0.0,Bronze,desktop
131,Control,0,0.0,Silver,mobile
132,Variant_A,1,1422.0500000000002,Silver,mobile
133,Control,1,255.48,Silver,desktop
134,Variant_A,1,1666.72,Bronze,desktop
135,Control,1,12348.6,Silver,mobile
136,Control,1,5269.860000000001,Bronze,mobile
137,Control,0,0.0,Bronze,mobile
138,Control,1,865.8,Bronze,mobile
139,Variant_B,1,2943.3599999999997,Gold,mobile
140,Control,0,0.0,Platinum,desktop
141,Control,1,2380.75,Silver,mobile
142,Variant_B,1,1944.96,Silver,mobile
143,Control,0,0.0,Gold,mobile
144,Control,1,470.40000000000003,Bronze,mobile
145,Variant_A,1,2043.0600000000002,Silver,desktop
146,Control,1,1606.22,Silver,mobile
147,Variant_B,0,0.0,Bronze,mobile
148,Control,0,0.0,Silver,mobile
149,Variant_B,1,983.78,Silver,desktop
150,Variant_B,0,0.0,Bronze,desktop
151,Control,0,0.0,Bronze,mobile
152,Control,1,1901.14,Bronze,mobile
153,Control,1,890.6099999999999,Bronze,mobile
154,Control,1,5620.860000000001,Gold,desktop
155,Control,0,0.0,Silver,desktop
156,Variant_A,0,0.0,Bronze,mobile
157,Control,0,0.0,Silver,mobile
158,Control,0,0.0,Bronze,mobile
159,Variant_A,1,1072.72,Gold,mobile
160,Control,1,1755.52,Bronze,mobile
161,Variant_B,1,3461.3999999999996,Bronze,mobile
162,Variant_A,1,9842.880000000001,Silver,mobile
163,Control,0,0.0,Platinum,mobile
164,Variant_A,1,1744.8200000000002,Silver,desktop
165,Control,1,2914.2000000000003,Bronze,mobile
166,Control,1,721.14,Silver,mobile
167,Control,1,5911.62,Silver,mobile
168,Variant_B,1,1491.3,Bronze,desktop
169,Control,1,699.12,Bronze,mobile
170,Variant_B,0,0.0,Silver,mobile
171,Control,0,0.0,Bronze,mobile
172,Variant_A,0,0.0,Silver,mobile
173,Control,1,339.84000000000003,Bronze,mobile
174,Control,0,0.0,Bronze,desktop
175,Variant_A,1,1631.91,Silver,mobile
176,Control,1,2118.2400000000002,Platinum,desktop
177,Variant_A,1,1388.52,Bronze,desktop
178,Variant_B,1,4365.18,Bronze,mobile
179,Control,1,5581.44,Silver,mobile
180,Variant_B,0,0.0,Bronze,mobile
181,Control,1,94.9,Bronze,mobile
182,Control,1,0.0,Bronze,mobile
183,Variant_B,0,0.0,Bronze,mobile
184,Control,0,0.0,Bronze,mobile
185,Variant_B,0,0.0,Bronze,mobile
186,Variant_A,1,3393.09,Bronze,mobile
187,Control,1,1314.04,Bronze,mobile
188,Control,0,0.0,Bronze,desktop
189,Control,0,0.0,Silver,desktop
190,Control,0,0.0,Bronze,mobile
191,Control,0,0.0,Bronze,desktop
192,Variant_A,1,3869.3999999999996,Bronze,mobile
193,Control,0,0.0,Bronze,mobile
194,Variant_A,1,1221.5100000000002,Bronze,mobile
195,Control,0,0.0,Bronze,mobile
196,Control,1,3409.77,Bronze,mobile
197,Control,1,1319.97,Bronze,mobile
198,Control,1,5140.3,Gold,mobile
199,Control,1,3731.6,Bronze,mobile
200,Variant_B,0,0.0,Bronze,mobile
201,Variant_B,0,0.0,Silver,desktop
202,Control,0,0.0,Bronze,desktop
203,Variant_B,0,0.0,Bronze,mobile
204,Control,0,0.0,Bronze,desktop
205,Variant_B,0,0.0,Bronze,desktop
206,Control,0,0.0,Bronze,mobile
207,Control,1,4206.28,Bronze,mobile
208,Control,0,0.0,Bronze,mobile
209,Control,1,5668.04,Platinum,mobile
210,Control,1,1316.32,Bronze,mobile
211,Control,0,0.0,Bronze,mobile
212,Control,0,0.0,Bronze,mobile
213,Variant_B,0,0.0,Bronze,mobile
214,Variant_B,1,2644.8,Bronze,mobile
215,Control,0,0.0,Gold,desktop
216,Control,0,0.0,Bronze,desktop
217,Variant_B,1,15155.37,Bronze,mobile
218,Control,1,0.0,Silver,mobile
219,Variant_B,1,135.6,Bronze,mobile
220,Control,1,2978.85,Silver,mobile
221,Control,0,0.0,Bronze,mobile
222,Control,1,1322.28,Platinum,mobile
223,Variant_B,0,0.0,Bronze,mobile
224,Control,1,12152.25,Gold,mobile
225,Variant_B,1,1417.2,Bronze,mobile
226,Variant_B,1,6136.86,Bronze,mobile
227,Variant_A,1,711.96,Silver,mobile
228,Variant_B,1,1131.2,Bronze,mobile
229,Variant_B,0,0.0,Gold,mobile
230,Variant_B,0,0.0,Bronze,mobile
231,Control,0,0.0,Bronze,mobile
232,Control,0,0.0,Silver,desktop
233,Control,1,1303.8,Gold,mobile
234,Control,0,0.0,Silver,mobile
235,Control,0,0.0,Silver,mobile
236,Variant_B,1,1543.92,Silver,mobile
237,Variant_A,1,1118.52,Bronze,mobile
238,Control,1,709.44,Platinum,mobile
239,Control,1,8860.84,Silver,desktop
240,Variant_B,1,805.86,Bronze,mobile
241,Variant_B,1,10904.19,Bronze,mobile
242,Control,1,1458.06,Bronze,mobile
243,Variant_A,0,0.0,Bronze,mobile
244,Variant_A,0,0.0,Bronze,mobile
245,Variant_A,1,2165.91,Bronze,mobile
246,Control,0,0.0,Bronze,mobile
247,Control,0,0.0,Bronze,desktop
248,Variant_A,1,1855.16,Silver,mobile
249,Variant_A,1,1287.4399999999998,Silver,mobile
250,Variant_A,0,0.0,Bronze,mobile
251,Control,0,0.0,Bronze,mobile
252,Variant_B,1,1088.82,Silver,mobile
253,Variant_A,0,0.0,Bronze,mobile
254,Control,1,2404.99,Bronze,mobile
255,Variant_A,1,21154.559999999998,Gold,mobile
256,Variant_A,1,3712.4,Bronze,mobile
257,Control,1,2452.8,Bronze,mobile
258,Control,1,925.3000000000001,Bronze,mobile
259,Control,0,0.0,Bronze,mobile
260,Variant_B,1,3716.75,Silver,mobile
261,Control,0,0.0,Bronze,desktop
262,Control,1,3073.18,Silver,mobile
263,Control,0,0.0,Silver,mobile
264,Control,0,0.0,Bronze,mobile
265,Control,1,0.0,Bronze,mobile
266,Control,0,0.0,Bronze,mobile
267,Control,1,822.25,Bronze,mobile
268,Control,1,3136.8,Silver,mobile
269,Variant_B,0,0.0,Bronze,mobile
270,Control,1,2765.7,Gold,mobile
271,Control,1,1600.92,Silver,mobile
272,Variant_A,0,0.0,Bronze,mobile
273,Variant_A,1,2878.31,Platinum,mobile
274,Control,1,4609.4400000000005,Bronze,mobile
275,Control,1,1097.07,Bronze,desktop
276,Control,0,0.0,Bronze,mobile
277,Control,1,3590.7200000000003,Silver,mobile
278,Control,1,4735.860000000001,Silver,mobile
279,Control,1,0.0,Bronze,mobile
280,Variant_A,0,0.0,Bronze,mobile
281,Variant_B,1,2860.0499999999997,Bronze,mobile
282,Control,1,1811.9999999999998,Bronze,mobile
283,Control,0,0.0,Silver,mobile
284,Variant_A,1,3849.75,Bronze,desktop
285,Control,0,0.0,Bronze,mobile
286,Control,1,2487.0,Bronze,desktop
287,Variant_B,0,0.0,Bronze,mobile
288,Variant_B,0,0.0,Silver,mobile
289,Control,1,3594.0,Silver,mobile
290,Control,1,3687.5199999999995,Bronze,mobile
291,Variant_A,1,0.0,Silver,mobile
292,Control,1,1442.14,Gold,mobile
293,Control,0,0.0,Silver,mobile
294,Control,0,0.0,Bronze,mobile
295,Control,1,1591.06,Silver,mobile
296,Control,0,0.0,Gold,desktop
297,Control,0,0.0,Gold,mobile
298,Control,1,1761.21,Silver,desktop
299,Control,0,0.0,Bronze,desktop
300,Variant_A,1,379.34999999999997,Bronze,desktop
301,Control,1,2161.12,Silver,mobile
302,Control,1,5089.7,Bronze,mobile
303,Control,0,0.0,Bronze,mobile
304,Control,1,360.36,Bronze,mobile
305,Variant_A,1,198.56,Bronze,mobile
306,Variant_B,1,3072.48,Bronze,mobile
307,Variant_B,0,0.0,Bronze,mobile
308,Variant_B,0,0.0,Silver,mobile
309,Control,1,147.28,Bronze,mobile
310,Control,1,2335.34,Bronze,mobile
311,Variant_B,0,0.0,Bronze,desktop
312,Variant_B,1,1057.6000000000001,Silver,mobile
313,Control,1,3024.98,Bronze,desktop
314,Control,1,1000.8000000000001,Bronze,mobile
315,Control,1,2100.82,Bronze,mobile
316,Control,1,790.21,Bronze,mobile
317,Control,1,889.44,Silver,mobile
318,Control,1,934.72,Silver,mobile
319,Control,1,3333.55,Gold,mobile
320,Control,1,698.24,Silver,mobile
321,Control,1,2385.02,Bronze,mobile
322,Control,1,7707.42,Silver,mobile
323,Control,1,0.0,Bronze,mobile
324,Variant_B,0,0.0,Bronze,mobile
325,Variant_A,0,0.0,Bronze,mobile
326,Control,1,6026.4,Platinum,desktop
327,Control,1,1598.52,Bronze,desktop
328,Variant_A,1,1987.1999999999998,Bronze,mobile
329,Variant_A,1,7628.31,Silver,mobile
330,Control,1,3749.6,Bronze,desktop
331,Control,0,0.0,Bronze,mobile
332,Control,1,4111.38,Bronze,mobile
333,Control,0,0.0,Platinum,mobile
334,Control,1,273.59999999999997,Bronze,desktop
335,Variant_B,1,7677.6,Silver,mobile
336,Control,0,0.0,Bronze,mobile
337,Variant_B,1,1219.14,Silver,mobile
338,Variant_B,0,0.0,Silver,mobile
339,Control,1,9328.72,Bronze,desktop
340,Control,1,2720.16,Bronze,mobile
341,Control,0,0.0,Bronze,mobile
342,Control,1,1091.58,Silver,mobile
343,Control,0,0.0,Silver,desktop
344,Variant_A,0,0.0,Silver,mobile
345,Control,1,1700.2800000000002,Silver,mobile
346,Variant_B,0,0.0,Silver,mobile
347,Control,0,0.0,Bronze,desktop
348,Variant_B,1,2860.2599999999998,Bronze,mobile
349,Control,1,534.08,Bronze,mobile
350,Variant_B,1,1790.18,Bronze,mobile
351,Control,1,3543.1200000000003,Silver,mobile
352,Control,0,0.0,Bronze,mobile
353,Variant_A,0,0.0,Bronze,mobile
354,Control,0,0.0,Bronze,desktop
355,Variant_A,0,0.0,Bronze,mobile
356,Control,1,2450.2400000000002,Silver,mobile
357,Control,1,3879.04,Bronze,mobile
358,Control,1,760.41,Bronze,mobile
359,Control,1,2918.0,Bronze,mobile
360,Variant_B,1,987.12,Bronze,mobile
361,Control,1,3288.87,Bronze,desktop
362,Variant_A,1,1401.4,Bronze,mobile
363,Variant_B,1,2791.53,Silver,mobile
364,Control,1,2757.96,Silver,mobile
365,Control,1,672.98,Bronze,mobile
366,Control,1,426.59999999999997,Silver,desktop
367,Variant_A,0,0.0,Platinum,desktop
368,Control,0,0.0,Bronze,desktop
369,Control,0,0.0,Silver,mobile
370,Variant_A,0,0.0,Bronze,mobile
371,Variant_A,1,7133.200000000001,Silver,mobile
372,Control,1,1166.88,Bronze,mobile
373,Variant_B,1,5320.379999999999,Gold,mobile
374,Control,1,3166.92,Silver,mobile
375,Control,0,0.0,Bronze,mobile
376,Control,1,1534.76,Bronze,desktop
377,Control,0,0.0,Bronze,mobile
378,Control,0,0.0,Bronze,mobile
379,Variant_B,0,0.0,Bronze,mobile
380,Control,1,392.73,Platinum,mobile
381,Variant_B,1,11069.3,Bronze,mobile
382,Variant_B,0,0.0,Silver,mobile
383,Variant_A,1,3586.38,Silver,mobile
384,Control,1,520.5,Silver,mobile
385,Control,1,1219.3999999999999,Bronze,mobile
386,Control,0,0.0,Silver,mobile
387,Control,1,9104.55,Bronze,mobile
388,Variant_A,0,0.0,Bronze,mobile
389,Variant_A,1,2350.92,Bronze,mobile
390,Control,0,0.0,Bronze,mobile
391,Variant_A,0,0.0,Silver,desktop
392,Control,1,1478.32,Bronze,desktop
393,Variant_A,1,5227.799999999999,Bronze,mobile
394,Variant_A,1,513.52,Bronze,mobile
395,Variant_B,1,5682.900000000001,Silver,desktop
396,Control,1,1435.28,Silver,mobile
397,Control,0,0.0,Bronze,mobile
398,Control,0,0.0,Bronze,mobile
399,Variant_B,1,3399.9,Bronze,mobile
400,Control,1,2893.44,Bronze,mobile
401,Variant_B,1,2500.94,Bronze,desktop
402,Control,0,0.0,Silver,mobile
403,Variant_B,0,0.0,Bronze,mobile
404,Control,1,0.0,Bronze,mobile
405,Control,0,0.0,Silver,mobile
406,Variant_B,1,2538.2,Bronze,mobile
407,Control,0,0.0,Silver,mobile
408,Variant_B,1,1720.17,Silver,mobile
409,Variant_B,0,0.0,Bronze,mobile
410,Control,1,1474.59,Silver,desktop
411,Control,0,0.0,Bronze,mobile
412,Variant_A,1,5423.93,Bronze,mobile
413,Control,1,283.5,Bronze,mobile
414,Control,0,0.0,Bronze,desktop
415,Control,1,368.68,Silver,mobile
416,Control,0,0.0,Silver,mobile
417,Control,0,0.0,Silver,desktop
418,Variant_B,0,0.0,Gold,mobile
419,Control,1,512.21,Bronze,mobile
420,Control,1,0.0,Bronze,mobile
421,Variant_A,0,0.0,Bronze,mobile
422,Control,0,0.0,Silver,mobile
423,Control,1,1545.9,Bronze,desktop
424,Control,1,1449.4199999999998,Silver,mobile
425,Control,1,2594.2,Gold,mobile
426,Control,1,7485.250000000001,Gold,desktop
427,Control,1,0.0,Bronze,mobile
428,Control,1,4772.42,Silver,mobile
429,Variant_A,1,2790.15,Gold,mobile
430,Variant_B,0,0.0,Bronze,mobile
431,Variant_B,0,0.0,Bronze,mobile
432,Variant_B,0,0.0,Silver,desktop
433,Control,1,1618.54,Bronze,mobile
434,Variant_B,0,0.0,Bronze,mobile
435,Variant_A,1,882.18,Silver,mobile
436,Control,0,0.0,Bronze,mobile
437,Variant_A,1,1688.1,Bronze,mobile
438,Variant_B,1,5281.599999999999,Bronze,mobile
439,Control,1,1050.0,Bronze,mobile
440,Control,1,23190.9,Bronze,mobile
441,Variant_A,0,0.0,Bronze,mobile
442,Variant_B,1,1064.28,Gold,desktop
443,Control,1,0.0,Gold,mobile
444,Control,0,0.0,Bronze,desktop
445,Control,1,256.91,Bronze,mobile
446,Control,0,0.0,Bronze,mobile
447,Variant_B,1,3561.6,Gold,mobile
448,Control,1,4960.5,Gold,mobile
449,Control,1,3743.4,Bronze,mobile
450,Variant_A,1,593.3,Bronze,desktop
451,Control,0,0.0,Gold,mobile
452,Variant_A,1,1604.61,Bronze,mobile
453,Control,1,1604.24,Bronze,mobile
454,Control,1,568.48,Bronze,mobile
455,Control,1,8585.330000000002,Silver,mobile
456,Control,1,1825.78,Bronze,mobile
457,Variant_A,1,1138.73,Bronze,mobile
458,Control,0,0.0,Bronze,mobile
459,Variant_A,1,3973.0899999999997,Gold,mobile
460,Control,0,0.0,Bronze,mobile
461,Variant_A,0,0.0,Bronze,mobile
462,Variant_B,0,0.0,Bronze,mobile
463,Variant_A,1,4439.04,Bronze,mobile
464,Variant_A,1,1928.6399999999999,Bronze,mobile
465,Variant_B,1,2804.7599999999998,Gold,mobile
466,Control,0,0.0,Bronze,mobile
467,Variant_A,1,3410.0,Gold,mobile
468,Control,1,10067.2,Bronze,mobile
469,Control,1,4921.54,Silver,mobile
470,Variant_A,1,3386.88,Bronze,mobile
471,Control,1,1731.66,Bronze,desktop
472,Control,1,5559.0,Silver,mobile
473,Control,1,1205.5,Bronze,mobile
474,Control,0,0.0,Bronze,mobile
475,Variant_A,1,283.58000000000004,Bronze,desktop
476,Variant_A,1,6512.52,Silver,mobile
477,Control,0,0.0,Bronze,mobile
478,Control,1,3828.12,Silver,mobile
479,Control,1,1990.8,Silver,desktop
480,Variant_B,1,1268.64,Bronze,desktop
481,Control,1,554.25,Silver,mobile
482,Variant_A,1,5246.25,Silver,mobile
483,Control,0,0.0,Bronze,mobile
484,Variant_B,1,1401.76,Silver,mobile
485,Control,1,1163.58,Bronze,mobile
486,Variant_B,0,0.0,Gold,mobile
487,Variant_B,1,7216.860000000001,Silver,mobile
488,Control,0,0.0,Bronze,mobile
489,Control,0,0.0,Bronze,desktop
490,Variant_A,1,665.1,Bronze,mobile
491,Variant_A,1,745.6,Silver,mobile
492,Control,1,1956.2999999999997,Silver,desktop
493,Variant_A,1,1240.96,Silver,desktop
494,Variant_A,1,8086.7699999999995,Bronze,mobile
495,Control,0,0.0,Bronze,mobile
496,Variant_B,0,0.0,Bronze,mobile
497,Control,1,3363.66,Bronze,mobile
498,Variant_B,1,700.65,Silver,desktop
499,Control,1,722.48,Silver,mobile
500,Control,0,0.0,Silver,desktop
501,Control,1,6388.99,Bronze,mobile
502,Variant_A,1,1581.3,Bronze,mobile
503,Control,0,0.0,Bronze,mobile
504,Control,1,2867.52,Silver,mobile
505,Control,1,2504.7999999999997,Silver,desktop
506,Control,1,2256.24,Bronze,desktop
507,Control,1,5269.12,Silver,desktop
508,Variant_B,1,2136.96,Bronze,mobile
509,Control,1,3829.14,Bronze,mobile
510,Variant_A,1,2892.25,Gold,desktop
511,Control,0,0.0,Bronze,mobile
512,Control,1,1784.3799999999999,Gold,mobile
513,Variant_A,1,1313.01,Bronze,mobile
514,Control,1,10940.0,Silver,mobile
515,Control,1,10480.079999999998,Bronze,mobile
516,Variant_B,1,2965.2,Bronze,mobile
517,Variant_B,0,0.0,Silver,mobile
518,Control,1,8589.51,Gold,mobile
519,Variant_A,1,1603.2,Silver,mobile
520,Variant_A,0,0.0,Gold,mobile
521,Control,0,0.0,Bronze,mobile
522,Variant_A,0,0.0,Bronze,mobile
523,Control,1,1992.1499999999999,Gold,mobile
524,Control,1,6587.35,Silver,desktop
525,Control,1,0.0,Bronze,mobile
526,Control,0,0.0,Silver,mobile
527,Variant_B,1,3628.38,Silver,desktop
528,Control,1,1888.8799999999999,Silver,mobile
529,Control,0,0.0,Platinum,mobile
530,Variant_B,1,7437.55,Gold,mobile
531,Variant_B,0,0.0,Bronze,mobile
532,Control,1,0.0,Bronze,mobile
533,Control,1,2395.64,Silver,mobile
534,Variant_B,1,2279.53,Silver,mobile
535,Control,1,1035.86,Bronze,mobile
536,Control,1,0.0,Silver,mobile
537,Variant_B,1,1704.2400000000002,Silver,mobile
538,Control,0,0.0,Bronze,desktop
539,Variant_A,1,10857.84,Silver,mobile
540,Control,0,0.0,Bronze,mobile
541,Control,0,0.0,Gold,mobile
542,Control,1,2963.2799999999997,Bronze,mobile
543,Control,1,1834.0,Silver,mobile
544,Variant_B,0,0.0,Silver,desktop
545,Control,0,0.0,Platinum,desktop
546,Control,1,983.4000000000001,Silver,desktop
547,Control,1,2414.88,Silver,mobile
548,Variant_B,0,0.0,Bronze,desktop
549,Control,1,1387.7600000000002,Silver,mobile
550,Control,1,4676.47,Bronze,desktop
551,Control,1,5966.1,Platinum,mobile
552,Control,1,3973.2,Bronze,mobile
553,Variant_A,1,4178.0,Bronze,mobile
554,Control,0,0.0,Bronze,mobile
555,Variant_B,1,4269.929999999999,Bronze,mobile
556,Control,0,0.0,Bronze,mobile
557,Variant_B,1,4571.6,Silver,mobile
558,Control,1,843.8699999999999,Silver,mobile
559,Control,0,0.0,Bronze,desktop
560,Control,1,1019.97,Bronze,desktop
561,Control,1,4162.05,Bronze,mobile
562,Control,1,13063.260000000002,Bronze,mobile
563,Variant_A,1,2878.08,Silver,mobile
564,Control,0,0.0,Silver,mobile
565,Control,0,0.0,Bronze,mobile
566,Control,1,3724.7599999999998,Bronze,mobile
567,Control,0,0.0,Bronze,mobile
568,Variant_A,1,5003.959999999999,Silver,mobile
569,Control,0,0.0,Platinum,mobile
570,Variant_A,1,3419.41,Bronze,mobile
571,Variant_A,1,2005.0,Bronze,mobile
572,Variant_A,0,0.0,Silver,mobile
573,Variant_A,0,0.0,Silver,desktop
574,Control,0,0.0,Silver,mobile
575,Variant_A,1,348.0,Bronze,mobile
576,Variant_B,1,2671.38,Bronze,mobile
577,Variant_A,1,438.47999999999996,Bronze,desktop
578,Control,1,2775.7400000000002,Bronze,mobile
579,Control,1,7075.91,Gold,mobile
580,Variant_A,1,0.0,Silver,desktop
581,Control,1,1593.58,Bronze,mobile
582,Control,0,0.0,Bronze,mobile
583,Variant_B,1,192.39,Bronze,mobile
584,Control,1,464.52,Platinum,mobile
585,Control,0,0.0,Bronze,mobile
586,Variant_A,0,0.0,Bronze,mobile
587,Variant_A,0,0.0,Bronze,mobile
588,Variant_A,0,0.0,Bronze,mobile
589,Control,1,2663.04,Bronze,mobile
590,Variant_B,1,506.54,Bronze,mobile
591,Control,1,1391.22,Silver,mobile
592,Control,0,0.0,Gold,desktop
593,Variant_A,0,0.0,Platinum,desktop
594,Variant_B,1,1909.6499999999999,Silver,mobile
595,Control,0,0.0,Bronze,mobile
596,Variant_A,1,968.24,Bronze,mobile
597,Control,0,0.0,Bronze,mobile
598,Variant_B,1,325.08,Bronze,mobile
599,Control,1,5432.240000000001,Gold,mobile
600,Control,1,576.66,Silver,mobile
601,Variant_A,1,6441.96,Gold,mobile
602,Variant_A,1,139.86,Gold,mobile
603,Control,1,6136.0199999999995,Silver,mobile
604,Control,0,0.0,Bronze,mobile
605,Control,1,4103.2,Bronze,mobile
606,Variant_B,1,5434.5,Silver,desktop
607,Variant_A,1,1320.1200000000001,Bronze,mobile
608,Variant_A,1,4874.74,Bronze,mobile
609,Variant_B,1,429.96999999999997,Silver,mobile
610,Variant_A,0,0.0,Platinum,mobile
611,Variant_A,0,0.0,Silver,mobile
612,Variant_A,0,0.0,Bronze,mobile
613,Control,1,9467.04,Silver,mobile
614,Control,0,0.0,Bronze,mobile
615,Variant_A,0,0.0,Bronze,mobile
616,Control,0,0.0,Bronze,desktop
617,Control,1,3073.2000000000003,Bronze,mobile
618,Control,1,8712.8,Silver,mobile
619,Control,0,0.0,Silver,mobile
620,Variant_A,1,973.4399999999999,Bronze,mobile
621,Control,1,797.7,Bronze,mobile
622,Control,0,0.0,Bronze,mobile
623,Control,0,0.0,Bronze,mobile
624,Control,1,0.0,Bronze,mobile
625,Control,1,2287.53,Bronze,mobile
626,Variant_B,1,3328.6000000000004,Bronze,mobile
627,Control,0,0.0,Bronze,mobile
628,Variant_A,0,0.0,Bronze,mobile
629,Control,1,2842.24,Bronze,mobile
630,Variant_B,1,3239.6,Platinum,mobile
631,Variant_A,1,4162.599999999999,Bronze,mobile
632,Variant_B,1,1019.82,Silver,desktop
633,Variant_B,0,0.0,Bronze,mobile
634,Control,0,0.0,Bronze,mobile
635,Control,0,0.0,Bronze,mobile
636,Control,0,0.0,Silver,mobile
637,Control,0,0.0,Silver,mobile
638,Control,0,0.0,Bronze,mobile
639,Variant_A,1,969.0,Silver,mobile
640,Control,0,0.0,Silver,mobile
641,Variant_A,0,0.0,Bronze,mobile
